11.495 0 719284 925.679 30353
32.485 0 719284 925.679 30353
53.475 0 719284 925.679 30353
74.465 0 719284 925.679 30353
95.455 0 719284 925.679 30353
116.445 0 719284 925.679 30353
137.435 0 719284 925.679 30353
158.425 1 719284 925.679 30353
179.415 0 719284 925.679 30353
200.405 2 719284 925.679 30353
221.395 1 719284 925.679 30353
242.385 1 719284 925.679 30353
263.375 5 719284 925.679 30353
284.365 3 719284 925.679 30353
305.355 10 719284 925.679 30353
326.345 26 719284 925.679 30353
347.335 21 719284 925.679 30353
368.325 40 719284 925.679 30353
389.315 63 719284 925.679 30353
410.305 99 719284 925.679 30353
431.295 185 719284 925.679 30353
452.285 293 719284 925.679 30353
473.275 528 719284 925.679 30353
494.265 773 719284 925.679 30353
515.255 1280 719284 925.679 30353
536.245 1916 719284 925.679 30353
557.235 2985 719284 925.679 30353
578.225 4352 719284 925.679 30353
599.215 5939 719284 925.679 30353
620.205 8231 719284 925.679 30353
641.195 10399 719284 925.679 30353
662.185 13172 719284 925.679 30353
683.175 15944 719284 925.679 30353
704.165 18994 719284 925.679 30353
725.155 21637 719284 925.679 30353
746.145 24092 719284 925.679 30353
767.135 25985 719284 925.679 30353
788.125 27402 719284 925.679 30353
809.115 28902 719284 925.679 30353
830.105 29515 719284 925.679 30353
851.095 29845 719284 925.679 30353
872.085 30044 719284 925.679 30353
893.075 29797 719284 925.679 30353
914.065 29339 719284 925.679 30353
935.055 29310 719284 925.679 30353
956.045 29002 719284 925.679 30353
977.035 28556 719284 925.679 30353
998.025 30004 719284 925.679 30353
1019.02 28194 719284 925.679 30353
1040.01 28148 719284 925.679 30353
1060.99 27288 719284 925.679 30353
1081.98 26067 719284 925.679 30353
1102.97 23975 719284 925.679 30353
1123.96 20278 719284 925.679 30353
1144.95 16296 719284 925.679 30353
1165.94 13779 719284 925.679 30353
1186.93 12109 719284 925.679 30353
1207.92 10579 719284 925.679 30353
1228.92 8989 719284 925.679 30353
1249.91 7049 719284 925.679 30353
1270.9 5037 719284 925.679 30353
1291.89 3721 719284 925.679 30353
1312.88 2769 719284 925.679 30353
1333.86 2032 719284 925.679 30353
1354.85 1513 719284 925.679 30353
1375.84 1007 719284 925.679 30353
1396.83 697 719284 925.679 30353
1417.82 454 719284 925.679 30353
1438.81 262 719284 925.679 30353
1459.8 150 719284 925.679 30353
1480.79 94 719284 925.679 30353
1501.79 44 719284 925.679 30353
1522.78 31 719284 925.679 30353
1543.77 12 719284 925.679 30353
1564.76 2 719284 925.679 30353
1585.74 2 719284 925.679 30353
1606.73 6 719284 925.679 30353
1627.72 2 719284 925.679 30353
1648.71 2 719284 925.679 30353
1669.7 1 719284 925.679 30353
1690.69 0 719284 925.679 30353
1711.68 1 719284 925.679 30353
1732.67 0 719284 925.679 30353
1753.66 0 719284 925.679 30353
1774.66 0 719284 925.679 30353
1795.65 1 719284 925.679 30353
1816.64 0 719284 925.679 30353
1837.62 0 719284 925.679 30353
1858.61 0 719284 925.679 30353
1879.6 0 719284 925.679 30353
1900.59 0 719284 925.679 30353
1921.58 0 719284 925.679 30353
1942.57 0 719284 925.679 30353
1963.56 0 719284 925.679 30353
1984.55 0 719284 925.679 30353
2005.54 0 719284 925.679 30353
2026.54 0 719284 925.679 30353
2047.53 0 719284 925.679 30353
2068.52 0 719284 925.679 30353
2089.51 0 719284 925.679 30353
