11.495 0 548804 795.435 13654.9
32.485 0 548804 795.435 13654.9
53.475 0 548804 795.435 13654.9
74.465 0 548804 795.435 13654.9
95.455 0 548804 795.435 13654.9
116.445 0 548804 795.435 13654.9
137.435 0 548804 795.435 13654.9
158.425 0 548804 795.435 13654.9
179.415 1 548804 795.435 13654.9
200.405 5 548804 795.435 13654.9
221.395 12 548804 795.435 13654.9
242.385 47 548804 795.435 13654.9
263.375 97 548804 795.435 13654.9
284.365 113 548804 795.435 13654.9
305.355 143 548804 795.435 13654.9
326.345 171 548804 795.435 13654.9
347.335 173 548804 795.435 13654.9
368.325 171 548804 795.435 13654.9
389.315 198 548804 795.435 13654.9
410.305 200 548804 795.435 13654.9
431.295 238 548804 795.435 13654.9
452.285 266 548804 795.435 13654.9
473.275 331 548804 795.435 13654.9
494.265 465 548804 795.435 13654.9
515.255 656 548804 795.435 13654.9
536.245 1069 548804 795.435 13654.9
557.235 1892 548804 795.435 13654.9
578.225 3368 548804 795.435 13654.9
599.215 6069 548804 795.435 13654.9
620.205 10607 548804 795.435 13654.9
641.195 16984 548804 795.435 13654.9
662.185 24103 548804 795.435 13654.9
683.175 31729 548804 795.435 13654.9
704.165 37900 548804 795.435 13654.9
725.155 41880 548804 795.435 13654.9
746.145 43377 548804 795.435 13654.9
767.135 42900 548804 795.435 13654.9
788.125 40802 548804 795.435 13654.9
809.115 37504 548804 795.435 13654.9
830.105 33275 548804 795.435 13654.9
851.095 29387 548804 795.435 13654.9
872.085 25661 548804 795.435 13654.9
893.075 21890 548804 795.435 13654.9
914.065 18892 548804 795.435 13654.9
935.055 15920 548804 795.435 13654.9
956.045 13109 548804 795.435 13654.9
977.035 11001 548804 795.435 13654.9
998.025 8982 548804 795.435 13654.9
1019.02 6909 548804 795.435 13654.9
1040.01 5322 548804 795.435 13654.9
1060.99 4133 548804 795.435 13654.9
1081.98 3245 548804 795.435 13654.9
1102.97 2674 548804 795.435 13654.9
1123.96 2052 548804 795.435 13654.9
1144.95 1352 548804 795.435 13654.9
1165.94 713 548804 795.435 13654.9
1186.93 374 548804 795.435 13654.9
1207.92 197 548804 795.435 13654.9
1228.92 122 548804 795.435 13654.9
1249.91 69 548804 795.435 13654.9
1270.9 29 548804 795.435 13654.9
1291.89 11 548804 795.435 13654.9
1312.88 6 548804 795.435 13654.9
1333.86 3 548804 795.435 13654.9
1354.85 2 548804 795.435 13654.9
1375.84 3 548804 795.435 13654.9
1396.83 0 548804 795.435 13654.9
1417.82 0 548804 795.435 13654.9
1438.81 0 548804 795.435 13654.9
1459.8 0 548804 795.435 13654.9
1480.79 0 548804 795.435 13654.9
1501.79 0 548804 795.435 13654.9
1522.78 0 548804 795.435 13654.9
1543.77 0 548804 795.435 13654.9
1564.76 0 548804 795.435 13654.9
1585.74 0 548804 795.435 13654.9
1606.73 0 548804 795.435 13654.9
1627.72 0 548804 795.435 13654.9
1648.71 0 548804 795.435 13654.9
1669.7 0 548804 795.435 13654.9
1690.69 0 548804 795.435 13654.9
1711.68 0 548804 795.435 13654.9
1732.67 0 548804 795.435 13654.9
1753.66 0 548804 795.435 13654.9
1774.66 0 548804 795.435 13654.9
1795.65 0 548804 795.435 13654.9
1816.64 0 548804 795.435 13654.9
1837.62 0 548804 795.435 13654.9
1858.61 0 548804 795.435 13654.9
1879.6 0 548804 795.435 13654.9
1900.59 0 548804 795.435 13654.9
1921.58 0 548804 795.435 13654.9
1942.57 0 548804 795.435 13654.9
1963.56 0 548804 795.435 13654.9
1984.55 0 548804 795.435 13654.9
2005.54 0 548804 795.435 13654.9
2026.54 0 548804 795.435 13654.9
2047.53 0 548804 795.435 13654.9
2068.52 0 548804 795.435 13654.9
2089.51 0 548804 795.435 13654.9
